product_set_id,product_id,platform_id,product_name,link_url,md_pick,created_at,updated_at,thumbnail,normalized_product_name,label,volume,volume_unit,sale_status,original_price,discounted_price
35539c46-f364-4175-b533-48d6362eb9ae,6dba6741-f140-45d5-a602-2a16571eff83,2a623b9f-fda7-409b-9391-f239fb72e04a,블랙 쿠션 파운데이션 본품 15g+리필 15g [21N1 바닐라],https://www.hwahae.co.kr/goods/61560,false,2025-06-25 06:49:41.46663+00,2025-10-24 00:24:59.447+00,https://img.hwahae.co.kr/commerce/goods/20240401_101447_1_21n1.jpg?format=webp&size=600x600&fit=inside,리필,리필,15,g,on_sale,74000,66600
6b69ea37-bd00-467a-996e-51eab9781d1e,10b42825-ce85-4652-a40d-9b1f9b3b0a75,2a623b9f-fda7-409b-9391-f239fb72e04a,블랙빈 탈모증상 개선 샴푸 520ml,https://www.hwahae.co.kr/goods/21320,false,2025-07-08 01:40:18.958113+00,2025-10-21 04:07:49.241+00,https://img.hwahae.co.kr/commerce/goods/20240705_142259_%ED%99%94%ED%95%B4-%EC%8D%B8%EB%84%A4%EC%9D%BC-020%20(1).png?format=webp&size=600x600&fit=inside,,단품,520,ml,on_sale,31000,17500
e4f516f1-0b20-449d-933e-a2a33331b48a,57e3c9ec-9d24-4ad0-9ac9-c878282c473d,2a623b9f-fda7-409b-9391-f239fb72e04a,에센스 스킨 핑크 쿠션 [SPF50+/PA+++] [21 누드] 12g,https://www.hwahae.co.kr/goods/67500,false,2025-07-13 09:07:08.288443+00,2025-10-28 00:16:55.368+00,https://img.hwahae.co.kr/commerce/goods/20241212_112552_02_%EC%97%90%EC%84%BC%EC%8A%A4%20%EC%8A%A4%ED%82%A8%20%ED%95%91%ED%81%AC%20%EC%BF%A0%EC%85%98%20%EB%B3%B8%ED%92%88_21%20%EB%88%84%EB%93%9C.jpg?size=600x600&fit=inside,,단품,12,g,on_sale,30000,30000
6aa494e8-1553-4018-a5d2-60ea87b3b996,fba93c34-3a49-459a-b179-a886b35b1e04,2a623b9f-fda7-409b-9391-f239fb72e04a,수플렛 컬러팟,https://www.hwahae.co.kr/goods/65725,false,2025-07-13 08:47:32.202961+00,2025-10-21 07:07:31.555+00,https://img.hwahae.co.kr/commerce/goods/20240913_103902_%ED%99%94%ED%95%B4_%EC%88%98%ED%94%8C%EB%A0%88%ED%8C%9F_7.jpg,,단품,null,,off_sale,20000,15000
a0296df5-f52f-41ce-9a98-de32402fdcce,1666ff83-60ca-4f68-a84f-11fb1232c8ce,2a623b9f-fda7-409b-9391-f239fb72e04a,판매 종료,https://www.hwahae.co.kr/goods/71113,false,2025-07-21 04:16:52.533088+00,2025-09-12 05:07:32.735+00,null,,null,null,,off_sale,null,null
eb32aee1-0be7-4115-8460-273b226c88b9,1666ff83-60ca-4f68-a84f-11fb1232c8ce,2a623b9f-fda7-409b-9391-f239fb72e04a,판매 종료,https://www.hwahae.co.kr/goods/64235,false,2025-07-21 04:16:52.58112+00,2025-09-12 05:09:11.755+00,null,,null,null,,off_sale,null,null
